3016.5709954663707,-9.223372036854776e+18,-9.223372036854776e+18,3320.854294514144
3164.811577118586,-9.223372036854776e+18,3164.8115769868755,3485.1097866425575
3320.854294641744,-9.223372036854776e+18,3320.854294514144,3658.0103046669783
3485.1097867660033,-9.223372036854776e+18,3485.1097866425575,3840.0108499504595
3658.01030478622,-9.223372036854776e+18,3658.0103046669783,4031.5903712961745
3840.010850065442,-9.223372036854776e+18,3840.0108499504595,4233.253025339083
4031.5903714068613,-9.223372036854776e+18,4031.5903712961745,4445.529503273844
4233.25302544541,-9.223372036854776e+18,4233.253025339083,4668.978427410658
4445.529503375746,-9.223372036854776e+18,4445.529503273844,4904.187821233902
4668.978427508045,-9.223372036854776e+18,4668.978427410658,5151.77665683242
4904.187821326716,-9.223372036854776e+18,4904.187821233902,5412.3964837734275
5151.776656920559,-9.223372036854776e+18,5151.77665683242,5686.7331437065695
5412.396483856795,-9.223372036854776e+18,5412.3964837734275,5975.508575210491
5686.733143785038,-9.223372036854776e+18,5686.7331437065695,6279.482713631033
5975.508575283915,-9.223372036854776e+18,5975.508575210491,6599.455490911279
6279.482713699312,-9.223372036854776e+18,6279.482713631033,6936.268940675484
6599.455490974206,-9.223372036854776e+18,6599.455490911279,7290.8094141070205
6936.268940732838,-9.223372036854776e+18,6936.268940675484,7664.00991245159
7290.809414158568,-9.223372036854776e+18,7290.8094141070205,8056.8525422835655
7664.009912497009,-9.223372036854776e+18,7664.00991245159,8470.371099996999
8056.852542322439,-9.223372036854776e+18,8056.8525422835655,8905.653792322442
8470.371100028751,-9.223372036854776e+18,8470.371099996999,9363.846100028752
8905.653792346196,-9.223372036854776e+18,8905.653792322442,9846.153792346196
9363.846100028752,-9.223372036854776e+18,9363.846100028752,10353.846100042982
9846.153792322442,-9.223372036854776e+18,9846.153792346196,-9.223372036854776e+18
-7134.257557108522,3164.8115769868755,-9.223372036854776e+18,3164.811577118586
-6993.429004533627,3320.854294514144,3016.5709954663707,3320.854294641744
-6845.18842288142,3485.1097866425575,3164.811577118586,3485.1097867660033
-6689.145705358246,3658.0103046669783,3320.854294641744,3658.01030478622
-6524.8902132340045,3840.0108499504595,3485.1097867660033,3840.010850065442
-6351.989695213772,4031.5903712961745,3658.01030478622,4031.5903714068613
-6169.989149934552,4233.253025339083,3840.010850065442,4233.25302544541
-5978.409628593142,4445.529503273844,4031.5903714068613,4445.529503375746
-5776.74697455459,4668.978427410658,4233.25302544541,4668.978427508045
-5564.470496624254,4904.187821233902,4445.529503375746,4904.187821326716
-5341.021572491955,5151.77665683242,4668.978427508045,5151.776656920559
-5105.812178673284,5412.3964837734275,4904.187821326716,5412.396483856795
-4858.223343079441,5686.7331437065695,5151.776656920559,5686.733143785038
-4597.603516143205,5975.508575210491,5412.396483856795,5975.508575283915
-4323.266856214962,6279.482713631033,5686.733143785038,6279.482713699312
-4034.491424716085,6599.455490911279,5975.508575283915,6599.455490974206
-3730.5172863006987,6936.268940675484,6279.482713699312,6936.268940732838
-3410.5445090257913,7290.8094141070205,6599.455490974206,7290.809414158568
-3073.731059267156,7664.00991245159,6936.268940732838,7664.009912497009
-2719.190585841426,8056.8525422835655,7290.809414158568,8056.852542322439
-2345.990087502994,8470.371099996999,7664.009912497009,8470.371100028751
-1953.1474576775609,8905.653792322442,8056.852542322439,8905.653792346196
-1539.6288999475084,9363.846100028752,8470.371100028751,9363.846100042982
8905.653792346196,9846.153792346196,8905.653792346196,9846.153792336692
9363.846100020806,10353.846100028752,9363.846100042982,-9.223372036854776e+18
-7515.885330619107,3016.5709954663707,-9.223372036854776e+18,-6993.429004518878
-7395.142450351585,3164.811577118586,-7134.257557093741,-6845.188422866694
-7268.044681654256,3320.854294641744,-6993.429004518878,-6689.145705343563
-7134.2575567149115,3485.1097867660033,-6845.188422866694,-6524.890213219346
-6993.4290041523045,3658.01030478622,-6689.145705343563,-6351.989695199139
-6845.1884225124895,3840.010850065442,-6524.890213219346,-6169.989149919939
